0	34
1	35
2	36
3	37
4	38
5	39
6	40
7	41
8	42
9	43
10	44
11	45
12	46
13	47
14	48
15	49
16	50
17	51
18	52
19	53
20	54
21	55
22	56
23	57
24	58
25	59
26	60
27	61
28	62
29	63
30	64
31	65
32	66
33	67
34	68
35	69
36	70
37	71
38	72
39	73
40	74
41	75
42	76
43	77
44	78
45	79
46	80
47	81
48	82
49	83
50	84
51	85
52	86
53	87
54	88
55	89
56	90
57	91
58	92
59	93
60	94
61	95
62	0 
63	1 
64	2 
65	3 
66	4 
67	5 
68	6 
69	7 
70	8 
71	9 
72	10
73	11
74	12
75	13
76	14
77	15
78	16
79	17
80	18
81	19
82	20
83	21
84	22
85	23
86	24
87	25
88	26
89	27
90	28
91	29
92	30
93	31
94	32
95	33

